id,name,x,y
E06000001,"Hartlepool",324.33560841093896,84.00925882669728
E06000002,"Middlesbrough",324.6918054510526,85.63412654263401
E06000003,"Redcar and Cleveland",326.3350574699246,85.45332034710809
E06000004,"Stockton On Tees",323.7840648765819,85.40994940907505
E06000005,"Darlington",321.989177107218,85.63336255301186
E06000006,"Halton",312.7885962779336,101.39162567616277
E06000007,"Warrington",314.02182798066366,100.66810850216008
E06000008,"Blackburn",314.7366730360117,96.85398963848013
E06000009,"Blackpool",310.05738939796043,95.31769595136937
E06000010,"Hull City",332.36983880864176,95.3735862240671
E06000011,"East Riding of Yorkshire",331.0103469076581,94.00430845689358
E06000012,"North East Lincolnshire",334.1246107663225,98.16598806478551
E06000013,"North Lincolnshire",330.31679625100367,97.70073306979828
E06000014,"York",326.26978028295184,93.09454141775652
E06000015,"Derby City",323.33084699678665,106.75351936598675
E06000016,"Leicester City",326.30626276934515,110.23171989144504
E06000017,"Rutland",330.2885878705688,109.78856273419957
E06000018,"Nottingham City",325.75886862319885,106.04994771096011
E06000019,"Herefordshire",312.7970841762332,117.56074018337497
E06000020,"Telford and Wrekin Council",314.8121223503226,109.3439888750907
E06000021,"Stoke-On-Trent",317.4545765809382,105.54188768569567
E06000022,"Bath and North East Somerset",315.29040578951964,127.30755952004925
E06000023,"Bristol",314.1864341308456,125.8759651321772
E06000024,"North Somerset",312.5357449618683,126.91546782155648
E06000025,"South Gloucestershire",315.39402525704224,124.86600148060403
E06000026,"Plymouth City",301.17922557470393,140.16485052428538
E06000027,"Torbay",306.106965273964,139.4783676306146
E06000028,"Bournemouth",320.80534035757375,135.2531057750874
E06000029,"Poole",319.907769246844,135.24009267141216
E06000030,"Swindon",321.5075402148939,124.32871755091806
E06000031,"Peterborough City",333.7006857356862,110.32679693561461
E06000032,"Luton",332.63868320222275,119.70935004595063
E06000033,"Southend-On-Sea",342.55920667996554,123.78031166970192
E06000034,"Thurrock",339.65510738562176,124.43818674405696
E06000035,"Medway",341.31577182199845,125.58943340970235
E06000036,"Bracknell Forest",330.20150174774454,126.1843014669755
E06000037,"West Berkshire",325.3293873338257,125.81322369872076
E06000038,"Reading",328.08303891761665,125.67394270332453
E06000039,"Slough",331.4693668460079,124.8185891886246
E06000040,"Windsor and Maidenhead",330.50793486515454,125.15440290462685
E06000041,"Wokingham",328.9533812636025,125.95321283196984
E06000042,"Milton Keynes",329.9146641266697,117.33855488311177
E06000043,"Brighton and Hove",335.7402932313523,133.36824110199066
E06000044,"Portsmouth",327.6321641575532,134.0080619357473
E06000045,"Southampton",324.73441748727595,132.79894160121972
E06000046,"Isle of Wight",325.7164357441369,135.99897438620042
E06000047,"Durham",319.59003581324083,83.81836925065673
E06000049,"Cheshire East",315.8557212201021,103.47085954431992
E06000050,"Cheshire West and Chester",312.6617922292495,103.3104496726625
E06000051,"Shropshire",312.7682001366975,110.62603350402918
E06000052,"Cornwall",294.98155966548126,139.97270853196702
E06000053,"Isles of Scilly",281.85008579049327,146.03481615276567
E06000054,"Wiltshire",319.87871105242516,127.97739702181532
E06000055,"Bedford",332.03825106393555,115.8744050636842
E06000056,"Central Bedfordshire",332.48475883461964,118.24434875381569
E06000057,"Northumberland",317.55137483504444,76.92399636048752
E07000004,"Aylesbury Vale",328.71627716790636,119.89210283773153
E07000005,"Chiltern",331.0230219605153,122.57691966027558
E07000006,"South Buckinghamshire",331.41172459238174,124.19091247035271
E07000007,"Wycombe",329.4342119448123,123.05053171936649
E07000008,"Cambridge City",337.2097734343543,115.51107831377998
E07000009,"East Cambridgeshire",338.4914106870287,113.57271207664633
E07000010,"Fenland",336.3740405585374,110.80451595241055
E07000011,"Huntingdonshire",334.1082953412253,113.37642075249681
E07000012,"South Cambridgeshire",336.7879613831009,115.87970647422782
E07000026,"Allerdale",308.1582826705485,83.93817336906157
E07000027,"Barrow-in-Furness",308.56142166446085,91.19033487022082
E07000028,"Carlisle City",311.6689822700654,80.45538150630446
E07000029,"Copeland",307.1310677227572,87.58913812040097
E07000030,"Eden",313.2363939018137,85.02454971033302
E07000031,"South Lakeland",311.58956786964586,88.91430293025626
E07000032,"Amber Valley",323.2982663198489,105.2370092498538
E07000033,"Bolsover",324.80494702564823,102.76789496612362
E07000034,"Chesterfield",323.7524837034524,102.27373982679406
E07000035,"Derbyshire Dales",321.3593784622454,104.01043810710063
E07000036,"Erewash",324.34266652446985,106.42312453034737
E07000037,"High Peak",319.7674038975744,100.87629696736319
E07000038,"North East Derbyshire",323.3730145526417,102.68171487952613
E07000039,"South Derbyshire",322.5973318895693,107.83659395632522
E07000040,"East Devon",308.9500738106568,135.17928622311874
E07000041,"Exeter City",306.45073604645825,135.77551652835928
E07000042,"Mid Devon",306.03748961122363,133.75121225002502
E07000043,"North Devon",302.949310279677,131.23672841618745
E07000044,"South Hams",303.7607278546928,140.37686525351504
E07000045,"Teignbridge",305.1811900396346,137.31296005970597
E07000046,"Torridge",300.0175143096288,133.65560279035353
E07000047,"West Devon",301.80157644854165,136.67003424245058
E07000048,"Christchurch",321.41068132824864,134.97096849302721
E07000049,"East Dorset",319.87900726254554,133.67794434977466
E07000050,"North Dorset",317.39311947316355,133.09500653604113
E07000051,"Purbeck",318.4059712995128,136.12023960489316
E07000052,"West Dorset",314.5461103335599,134.83165408050758
